kind,id,file,heading,source_id,source_label,source_short_title,auteur,titre,pages_pdf,type_unite,concepts,chapitres,statut,fiabilite,role_argumentatif,niveau_preuve,stabilite,importance,risque_surinterpretation,liens_interchapitres,liens_citations,motifs,concepts_derives,charge_emotionnelle,nature_discursive,pages_livre,citation_directe,song_id,canonical_song,source_year,related_people,related_organisations,pages,citation,resume,relations,couche_narrative,usage_livre,workflow,date_integration,statut_citationnel,passage_atomise,chapitres_secondaires,methodological_warnings,related_places,related_sources,related_organizations,related_events,related_songs,citation_courte,editeur_temoignage,source_secondaire,note,support,datation,prudence,song_id_2,canonical_song_2,song_id_lwtua,canonical_song_lwtua,source_primaire,song_ids,canonical_songs,related_works,notes,auteurs_direction,locuteurs,related_albums,related_references,$type_unite,lieu,personne,personnes,periode,annee,pages_print,preuve,titre_chapitre,titre_ouvrage,auteur_section_manchester,section,pages_rapport,related_songs_soundcheck,source_generation,artiste,titre_album,label,catalogue,source_titre,album,date_sortie,atomes,page_pdf,page_livre,aspect_traite,atomes_associes,nature,usage,atomes_lies,version,recording_date,studio,associated_people,related_atoms,related_quotes,chapters,verification,location,tracks_discussed_by_S76,tracks,recording_period,associated_label,broadcast_date,release_context,associated_author_reference,associated_release,format,usage_by_S76,original_artist,scope,period,locations,screening_date,associated_event,associated_visual,usage_by_joy_division,associated_tracks,associated_video
atom,S62-A004,sources/heart_soul_introduction/atoms_dm_s62_introduction_v2.md,S62-A004 — Hannett et l'espace comme cinquième instrument : « art is sometimes found in the absence »,S62,"S62 — Power, Dillane, Devereux, Introduction Heart and Soul, 2018","Martin J. Power, Aileen Dillane, Eoin Devereux, This Is the Way, Step Inside: Understanding Joy Division, 2018",,,22,formulation_critique,"[""Hannett production"", ""espace sonore"", ""absence comme matériau""]","[""Chapitre 3"", ""Chapitre 5""]",verifie,forte,,,,majeure,,,,,,,,xviii,True,,,2018,"[""Martin Hannett""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S62-A005,sources/heart_soul_introduction/atoms_dm_s62_introduction_v2.md,S62-A005 — True Faith (MIF 2017) et l'absent-présent de Curtis comme problème curatorial,S62,"S62 — Power, Dillane, Devereux, Introduction Heart and Soul, 2018","Martin J. Power, Aileen Dillane, Eoin Devereux, This Is the Way, Step Inside: Understanding Joy Division, 2018",,,24–25,evenement_reception,"[""absent-présent de Curtis"", ""héritage culturel"", ""muséification de Joy Division"", ""True Faith (exposition)""]","[""Chapitre 14""]",verifie,forte,,,,majeure,,,,,,,,xxi–xxiii,True,,,2018,"[""Ian Curtis"", ""Slater B. Bradley""]","[""Manchester International Festival"", ""Manchester Art Gallery""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S62-A006,sources/heart_soul_introduction/atoms_dm_s62_introduction_v2.md,"S62-A006 — Atrocity Exhibition symposium (Limerick, novembre 2015) : genèse académique du volume",S62,"S62 — Power, Dillane, Devereux, Introduction Heart and Soul, 2018","Martin J. Power, Aileen Dillane, Eoin Devereux, This Is the Way, Step Inside: Understanding Joy Division, 2018",,,23–24,contexte_editorial,"[""académisation de Joy Division"", ""approche multidisciplinaire"", ""symposium comme origine du volume""]","[""Chapitre 14""]",verifie,forte,,,,majeure,,,,,,,,xx–xxi,False,,,2018,,"[""Université de Limerick"", ""Popular Music and Popular Culture Research Cluster""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S62-A007,sources/heart_soul_introduction/atoms_dm_s62_introduction_v2.md,S62-A007 — Structure thématique de Heart and Soul : six parties et leurs problématiques,S62,"S62 — Power, Dillane, Devereux, Introduction Heart and Soul, 2018","Martin J. Power, Aileen Dillane, Eoin Devereux, This Is the Way, Step Inside: Understanding Joy Division, 2018",,,26–29,cartographie_analytique,"[""structure thématique"", ""hauntologie"", ""littérature et Joy Division"", ""santé mentale et Curtis"", ""héritage culturel""]","[""Chapitre 14""]",verifie,forte,,,,critique,,,,,,,,xxiii–xxviii,False,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S62-A008,sources/heart_soul_introduction/atoms_dm_s62_introduction_v2.md,S62-A008 — MIF 2017 : New Order à Granada Studios — Morley sur le retour au lieu originel,S62,"S62 — Power, Dillane, Devereux, Introduction Heart and Soul, 2018","Martin J. Power, Aileen Dillane, Eoin Devereux, This Is the Way, Step Inside: Understanding Joy Division, 2018",,,25,evenement_reception,"[""New Order héritage"", ""lieu de mémoire"", ""Morley comme commentateur""]","[""Chapitre 13"", ""Chapitre 14""]",verifie,forte,,,,utile,,,,,,,,xxii–xxiii,True,,,2018,"[""Paul Morley""]","[""Granada Studios"", ""Manchester International Festival""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S62-A009,sources/heart_soul_introduction/atoms_dm_s62_introduction_v2.md,S62-A009 — « Touching from a Distance » : la formule de clôture et son double sens,S62,"S62 — Power, Dillane, Devereux, Introduction Heart and Soul, 2018","Martin J. Power, Aileen Dillane, Eoin Devereux, This Is the Way, Step Inside: Understanding Joy Division, 2018",,,29,formulation_critique,"[""touching from a distance"", ""héritage de Curtis"", ""médiation de la connaissance""]","[""Chapitre 14""]",verifie,forte,,,,majeure,,,,,,,,xxix–xxx,True,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S45-A102,sources/curtis_touching_from_a_distance/source_part_1979_buzzcocks_tour_futurama_mountford.md,S45-A102 — Fin août 1979 : quitter le day job comme seuil professionnel et médical,S45,"S45 — Curtis, Touching from a Distance, 1995","Deborah Curtis, Touching from a Distance: Ian Curtis and Joy Division, 1995",,Fin août 1979 : quitter le day job comme seuil professionnel et médical,,seuil_professionnel,,,,,"Atome pivot sur la professionnalisation : quitter le travail salarié semble libérer Curtis, mais transforme la maladie en problème collectif de tournée.
","{""statut"": ""témoignage direct rétrospectif"", ""corroboration"": ""forte pour la tournée Buzzcocks ; moyenne pour l’effet sur les crises"", ""confiance"": ""élevée pour la séquence générale ; prudence sur causalité médicale""}","{""statut"": ""stable comme seuil narratif ; causalité médicale instable""}","{""niveau"": ""critique""}","{""niveau"": ""élevé"", ""raison"": ""Risque de conclure que la fin du travail salarié améliore mécaniquement l’état de Curtis. La source suggère une corrélation vécue, non une preuve clinique.\n""}",,,"[""Buzzcocks tour"", ""day job"", ""professionnalisation"", ""surveillance du groupe"", ""crises de septembre""]","[""seuil professionnel"", ""maladie collectivisée"", ""tournée comme soin pratique""]",,,,,,,1995,,,"{""pdf"": ""95"", ""papier"": ""à verrouiller""}",give up the day job,"Deborah Curtis présente la fin août 1979 comme un moment de bascule : Joy Division obtient la place de support band sur la tournée Buzzcocks et Ian Curtis peut quitter son emploi salarié. La diminution des crises en septembre est interprétée par Deborah comme un effet possible de ce changement de rythme, même si le groupe doit désormais surveiller discrètement les signes annonciateurs d’une crise.
","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-019"", ""note"": ""La non-monocausalité médicale inclut rythme de travail, sommeil et tournée.""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-016"", ""note"": ""Management et groupe prennent en charge la vulnérabilité de Curtis.""}]","[""santé"", ""professionnalisation"", ""tournée""]","[""Chapitre 6"", ""Chapitre 12""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S45-A103,sources/curtis_touching_from_a_distance/source_part_1979_buzzcocks_tour_futurama_mountford.md,S45-A103 — Lead Singer Syndrome : paresse logistique et privilège scénique,S45,"S45 — Curtis, Touching from a Distance, 1995","Deborah Curtis, Touching from a Distance: Ian Curtis and Joy Division, 1995",,Lead Singer Syndrome : paresse logistique et privilège scénique,,tension_interne,,,,,"Démythifier la professionnalisation : l’ascension du groupe ne produit pas seulement intensité et sérieux, mais aussi division du travail, ressentiments et privilèges du chanteur.
","{""statut"": ""témoignage direct rétrospectif + témoignage rapporté de Hook"", ""corroboration"": ""moyenne à forte ; à croiser avec Hook"", ""confiance"": ""élevée comme dynamique de groupe""}","{""statut"": ""stable comme motif mémoriel""}","{""niveau"": ""majeur""}","{""niveau"": ""moyen"", ""raison"": ""Risque de réduire Curtis à la paresse ou de traiter l’anecdote comme simple farce ; elle documente aussi l’économie matérielle de la tournée.\n""}",,,"[""Lead Singer Syndrome"", ""van"", ""flight cases"", ""travail matériel"", ""Hook réalisme""]","[""privilège scénique"", ""division matérielle du travail"", ""artiste contre roadie""]",,,,,,,1995,,,"{""pdf"": ""95-96"", ""papier"": ""à verrouiller""}",LSS (Lead Singer Syndrome),"Deborah rapporte que, lorsque le succès commence à approcher, Ian Curtis développe ce que le groupe appelle le Lead Singer Syndrome : disparaître au moment de décharger le van, avec Bernard Sumner comme complice occasionnel. Peter Hook oppose alors réalisme matériel et attitude artistique, dans une formule où l’écart entre créativité et irresponsabilité devient mince.
","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-023"", ""note"": ""Après le travail féminin effacé, la tournée redistribue aussi le travail matériel entre hommes.""}, {""type"": ""nuance"", ""cible"": ""MYTH-CURTIS-AUTEUR-TOTAL"", ""note"": ""La centralité de Curtis a aussi des effets pratiques et conflictuels.""}, {""type"": ""prolonge"", ""cible"": ""S45-A087"", ""note"": ""L’immaturité pratique de Curtis se poursuit dans la tournée.""}]","[""tournée"", ""groupe"", ""économie matérielle""]","[""Chapitre 6"", ""Chapitre 10""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S45-A104,sources/curtis_touching_from_a_distance/source_part_1979_buzzcocks_tour_futurama_mountford.md,S45-A104 — Futurama ’79 : consécration nordiste et correction d’une mémoire secondaire,S45,"S45 — Curtis, Touching from a Distance, 1995","Deborah Curtis, Touching from a Distance: Ian Curtis and Joy Division, 1995",,Futurama ’79 : consécration nordiste et correction d’une mémoire secondaire,,reception_live,,,,,"Atome double : consécration live dans le Nord et vigilance historiographique sur les souvenirs secondaires relatifs à la présence des femmes.
","{""statut"": ""témoignage direct indirect ; correction mémorielle de Deborah"", ""corroboration"": ""forte pour l’événement ; citation Penman et Johnson à vérifier"", ""confiance"": ""élevée pour la correction personnelle de Deborah ; moyenne pour les citations rapportées""}","{""statut"": ""stable comme nœud live ; citations à verrouiller""}","{""niveau"": ""critique""}","{""niveau"": ""moyen"", ""raison"": ""Risque de faire de Futurama une consécration définitive ou de négliger la correction apportée par Deborah sur les femmes absentes.\n""}",,,"[""Futurama 79"", ""Queen’s Hall Leeds"", ""Ian Penman"", ""Mark Johnson"", ""wives and girlfriends""]","[""consécration live nordiste"", ""correction historiographique située"", ""absence féminine documentée""]",,,,,,,1995,,,"{""pdf"": ""96"", ""papier"": ""à verrouiller""}",the real stars of the night,"Deborah évoque Futurama ’79 à la Queen’s Hall de Leeds comme une date de consécration : Joy Division est désigné par Ian Penman comme le vrai groupe de la soirée malgré la concurrence d’OMD et Cabaret Voltaire. Elle corrige aussi Mark Johnson, qui parle d’une rare présence des wives and girlfriends : Deborah précise que ni elle, ni Sue, ni Iris ne sont là.
","[{""type"": ""prolonge"", ""cible"": ""CONCEPT-023"", ""note"": ""La correction de Deborah renforce le motif du travail féminin effacé et de l’absence aux concerts.""}, {""type"": ""requiert"", ""cible"": ""CONCEPT-004"", ""note"": ""Croiser Penman et Johnson avant usage citationnel définitif.""}]","[""live"", ""réception"", ""genre""]","[""Chapitre 6"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S45-A105,sources/curtis_touching_from_a_distance/source_part_1979_buzzcocks_tour_futurama_mountford.md,S45-A105 — Dernière Factory : crise avant scène et passage à un nouveau chapitre,S45,"S45 — Curtis, Touching from a Distance, 1995","Deborah Curtis, Touching from a Distance: Ian Curtis and Joy Division, 1995",,Dernière Factory : crise avant scène et passage à un nouveau chapitre,,evenement_live_sante,,,,,"Atome de transition : la fin du Factory comme port d’attache coïncide avec le passage vers la tournée nationale et avec la fragilité scénique de Curtis.
","{""statut"": ""témoignage direct"", ""corroboration"": ""forte avec gig lists ; détails de l’incident à croiser"", ""confiance"": ""élevée""}","{""statut"": ""stable comme événement de seuil""}","{""niveau"": ""critique""}","{""niveau"": ""moyen"", ""raison"": ""Risque de symboliser excessivement la fermeture du lieu ; la scène doit rester aussi matérielle, médicale et chaotique.\n""}",,,"[""Factory"", ""Russell Club"", ""crise avant scène"", ""Peter Hook"", ""fracas public""]","[""lieu-port d’attache"", ""scène sous vulnérabilité"", ""transition Factory/tournée""]",,,,,,,1995,,,"{""pdf"": ""96"", ""papier"": ""à verrouiller""}",It had been ‘our place’ for sixteen months,"À l’approche de l’automne 1979, Joy Division joue une dernière fois au Factory avant la fermeture indéfinie du Russell Club. Deborah décrit ce lieu comme « notre endroit » depuis seize mois. Le soir est marqué par un début de crise de Ian avant scène, sa récupération, puis une altercation entre Peter Hook et un spectateur qui le fait quitter la scène.
","[{""type"": ""prolonge"", ""cible"": ""S45-A081"", ""note"": ""Le Russell Club est déjà lu depuis Deborah comme lieu Factory et foyer symbolique.""}, {""type"": ""prolonge"", ""cible"": ""CONCEPT-019"", ""note"": ""La maladie intervient dans l’avant-scène.""}, {""type"": ""prépare"", ""cible"": ""S45-A106"", ""note"": ""Prépare la tournée Buzzcocks comme chapitre suivant.""}]","[""Factory"", ""santé"", ""live""]","[""Chapitre 6"", ""Chapitre 12""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atom,S45-A106,sources/curtis_touching_from_a_distance/source_part_1979_buzzcocks_tour_futurama_mountford.md,S45-A106 — Mountford Hall : Joy Division déborde son statut de support band,S45,"S45 — Curtis, Touching from a Distance, 1995","Deborah Curtis, Touching from a Distance: Ian Curtis and Joy Division, 1995",,Mountford Hall : Joy Division déborde son statut de support band,,reception_live,,,,,"Atome de bascule live : Joy Division cesse d’être seulement un groupe culte et devient un support capable de menacer symboliquement le groupe principal.
","{""statut"": ""témoignage direct indirect + citation critique rapportée"", ""corroboration"": ""forte si recension de Penny Riley vérifiée"", ""confiance"": ""élevée comme séquence ; citation à vérifier""}","{""statut"": ""stable comme nœud de tournée""}","{""niveau"": ""critique""}","{""niveau"": ""moyen"", ""raison"": ""Risque de transformer une rave review en preuve générale de domination sur toute la tournée ; Deborah parle d’un schéma qui se dessine, pas d’un verdict définitif.\n""}",,,"[""Mountford Hall"", ""Buzzcocks tour"", ""Penny Riley"", ""support band"", ""surrender""]","[""support act conquérant"", ""renversement de hiérarchie live"", ""réception immersive""]",,,,,,,1995,,,"{""pdf"": ""96-97"", ""papier"": ""à verrouiller""}",music to surrender to,"Mountford Hall, Liverpool, ouvre la tournée Buzzcocks. Deborah présente cette date comme le moment où Joy Division souffle littéralement les Buzzcocks hors de la scène. Penny Riley écrit que la musique lave l’auditeur et exige l’abandon personnel ; les Buzzcocks semblent déjà relégués au rôle de tête d’affiche dépassée.
","[{""type"": ""prolonge"", ""cible"": ""S45-A102"", ""note"": ""La tournée devient le vrai seuil professionnel.""}, {""type"": ""prépare"", ""cible"": ""S45-A107"", ""note"": ""La starification de Curtis se renforce dans la suite de la tournée.""}]","[""tournée"", ""réception""]","[""Chapitre 6"", ""Chapitre 14""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
