kind,id,file,heading,label,type,type_detail,sources,usage,lat,lng,geo_precision,prudence_methodologique,same_as,reference_croisee,alternate_labels,chapters,aliases,source_files,pages_livre,pages_pdf,source_short_title,source_year,statut,alternate_type_details,_legacy_format,atoms,prudence,alternate_legacy_formats,usage_s05,usage_s06,usage_s10,song_ids,source_id,source_label
place,PLACE-COATHAM-BOWL-REDCAR,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Coatham Bowl, Redcar",salle,salle_concert,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,54.62083,-1.08083,exacte,batiment demoli 2014 ; coordonnee approximative secteur Majuba Road. Source: redcar-cleveland.gov.uk,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-COLSTON-HALL-BRISTOL,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Colston Hall, Bristol",salle,salle_concert,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,51.454,-2.598,exacte,renommee Bristol Beacon. Source: historicengland.org.uk,,"[""wikidata:Q5149374""]",,,,,,,,,,,,,,,,,,,,
place,PLACE-DE-MONTFORT-HALL-LEICESTER,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"De Montfort Hall, Leicester",salle,salle_spectacle,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,52.6243,-1.1216,exacte,"batiment stable, Granville Road, LE1 7RU. Source: demontforthall.co.uk",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-DOORNROOSJE-NIJMEGEN,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Doornroosje, Nijmegen",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,51.83095,5.86025,exacte,"emplacement d'epoque, Groenewoudseweg 322 ; demenage en 2014. Source: podiuminfo.nl",,"[""wikidata:Q2180529""]",,,,,,,,,,,,,,,,,,,,
place,PLACE-GOOD-MOOD-HALIFAX,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Good Mood, Halifax",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-IMPERIAL-HOTEL-BLACKPOOL,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Imperial Hotel, Blackpool",salle,salle_hotel,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,53.827301,-3.054586,exacte,North Promenade FY1 2HB ; hotel toujours existant. Source: imperialhotelblackpool.co.uk,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-KANT-KINO-BERLIN,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Kant Kino, Berlin",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,52.5069,13.30834,exacte,"Kantstrasse 54, 10627 Berlin ; salle existante. Source: yorck.de",,"[""wikidata:Q42297621""]",,,,,,,,,,,,,,,,,,,,
place,PLACE-KING-GEORGES-HALL-BLACKBURN,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"King George's Hall, Blackburn",salle,salle_spectacle,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,53.74893,-2.48597,exacte,"Regroupe les graphies « King George's Hall » et « King Georges Hall » (même lieu). Coordonnees: ""batiment stable, Northgate, BB2 1AA. Source: visitlancashire.com""",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-KING-KONG-ANTWERPEN,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"King Kong, Antwerp",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LANCASTER-UNIVERSITY,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Lancaster University,education,universite,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,54.00617,-2.78466,quartier,"campus Bailrigg, pas d'une salle precise. Source: lancaster.ac.uk",,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LANTAREN-ROTTERDAM,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Lantaren, Rotterdam",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LEIGH-FESTIVAL,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Leigh Open Air Festival (Zoo/Factory),salle,festival,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LIMIT-CLUB-SHEFFIELD,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Limit Club, Sheffield",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LOUGHBOROUGH-UNIVERSITY,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Loughborough University,education,universite,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,52.7648,-1.228,quartier,campus etendu ; point central acceptable. Source: lboro.ac.uk,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-LYCEUM-LONDON,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"The Lyceum, London",salle,salle_concert,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,51.51154,-0.12008,exacte,21 Wellington Street ; batiment stable. Source: latlong.net,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-MANCHESTER-POLYTECHNIC,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Manchester Polytechnic,education,polytechnique,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,53.47053,-2.23872,quartier,ancien Manchester Polytechnic ; campus All Saints. Source: mmu.ac.uk,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-METRO-PLYMOUTH,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Metro, Plymouth",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-MOUNTFORD-HALL-LIVERPOOL,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Mountford Hall (Liverpool University),salle,salle_universitaire,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-NEW-THEATRE-OXFORD,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"New Theatre, Oxford",salle,theatre,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-NEWCASTLE-CITY-HALL,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Newcastle City Hall,salle,salle_concert,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-NEWCASTLE-GUILDHALL,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Newcastle Guildhall,salle,salle_municipale,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,Regroupe les graphies joydiv « Guild Hall » et « Guildhall » (même lieu).,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ODEON-BIRMINGHAM,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Odeon, Birmingham",salle,cinema_salle,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ODEON-CANTERBURY,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Odeon, Canterbury",salle,cinema_salle,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ODEON-EDINBURGH,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Odeon, Edinburgh",salle,cinema_salle,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-OLYMPIA-DUBLIN,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Olympia Theatre, Dublin",salle,theatre,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-PAARD-VAN-TROJE-THE-HAGUE,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Paard van Troje, The Hague",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-PAVILION-HEMEL-HEMPSTEAD,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Pavilion, Hemel Hempstead",salle,salle_spectacle,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-PLAYHOUSE-THEATRE-NOTTINGHAM,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Playhouse Theatre, Nottingham",salle,theatre,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-REVOLUTION-CLUB-YORK,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Revolution Club, York",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ROMULUS-CLUB-BIRMINGHAM,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Romulus Club, Birmingham",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ROYALTY-THEATRE-LONDON,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Royalty Theatre, London",salle,theatre,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-SCALA-CINEMA-LONDON,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Scala Cinema, London",salle,cinema_salle,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-SHEFFIELD-POLYTECHNIC,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Sheffield Polytechnic,education,polytechnique,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-SOPHIA-GARDENS-CARDIFF,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Sophia Gardens Pavilion, Cardiff",salle,salle_spectacle,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-SOUTHAMPTON-UNIVERSITY,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Southampton University,education,universite,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ST-ANDREWS-UNIVERSITY,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),St Andrews University,education,universite,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ST-GEORGES-HALL-BRADFORD,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"St George's Hall, Bradford",salle,salle_spectacle,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-STOCKPORT-COLLEGE,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),Stockport College of Technology,education,college_technique,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-THE-VENUE-MANCHESTER,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"The Venue, Manchester",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-TIFFANYS-LEICESTER,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Tiffany's, Leicester",salle,club,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-TOP-RANK-READING,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Top Rank, Reading",salle,salle_concert,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-TOP-RANK-SHEFFIELD,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Top Rank, Sheffield",salle,salle_concert,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-TRINITY-HALL-BRISTOL,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Trinity Hall, Bristol",salle,salle_concert,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-ULSTER-HALL-BELFAST,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Ulster Hall, Belfast",salle,salle_concert,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-UNIVERSITY-OF-KENT,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"University of Kent, Canterbury",education,universite,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-UNIVERSITY-OF-LONDON-UNION,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),University of London Union (ULU),education,union_etudiante,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-WEST-RUNTON-PAVILION,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),West Runton Pavilion,salle,salle_concert,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-WYTHENSHAWE-COLLEGE,registers/places/concert_venues_7abis.md,Lieux de concerts (suite) — venues joydiv débloqués (étape 7a-bis),"Wythenshawe College, Manchester",education,college,"[""joydiv""]",Venue de concert de Joy Division (source joydiv.org).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-9-30-CLUB-WASHINGTON,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"9:30 Club, Washington D.C.",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-AMERICAN-INDIAN-CENTER-SAN-FRANCISCO,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"American Indian Center, San Francisco",salle,salle_polyvalente,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-BOOKIES-DETROIT,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"Bookie's Club 870, Detroit",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-DUFFYS-MINNEAPOLIS,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"Duffy's, Minneapolis",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-FLIPPERS-LOS-ANGELES,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"Flipper's, Los Angeles",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-HURRAH-NEW-YORK,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"Hurrah, New York",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-MACHINISTS-HALL-NEW-YORK,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"Machinist's Hall, New York",salle,salle_polyvalente,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-MERLYNS-MADISON,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"Merlyn's, Madison",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-STARWOOD-LOS-ANGELES,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"The Starwood, Los Angeles",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-THE-EDGE-TORONTO,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"The Edge, Toronto",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-THE-UNDERGROUND-BOSTON,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"The Underground, Boston",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-TIER-3-NEW-YORK,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"Tier 3, New York",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-TUTS-CHICAGO,registers/places/concert_venues_7b2.md,Lieux de concerts (suite) — tournée US-Canada annulée (étape 7b-2),"Tuts, Chicago",salle,club,"[""joydiv""]","Venue programmé de la tournée US-Canada (mai-juin 1980), annulée ; concert non tenu.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-RUSSELL-CLUB,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Russell Club (The Factory),salle,club,"[""S41"", ""S45""]","Club de Royce Road, Hulme ; siège des soirées « The Factory » (Wilson/Erasmus) et venue récurrent de Joy Division.",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-BAND-ON-THE-WALL,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Band on the Wall,salle,salle_concert,"[""S41"", ""S76""]","Salle de Swan Street, Manchester ; concert de Joy Division (deal Factory annoncé).",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-KELLYS-MANCHESTER,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Kelly's,salle,club,"[""S41""]",Club de Manchester ; concert Rock Against Racism de Joy Division.,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-PIPERS-CYPRUS-TAVERN,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Pipers (Cyprus Tavern),salle,club,"[""S76""]","Soirée « Pipers » au Cyprus Tavern, Princess Street, Manchester ; concert de Warsaw. Distinct du club « Pips » (PLACE-PIPS).",,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-MANCHESTER-APOLLO,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Manchester Apollo,salle,salle_concert,"[""S76""]",Grande salle de Manchester ; concert de Joy Division (tournée nationale 1979).,,,,,,,,,,,,,,,,,,,,,,,,,,
place,PLACE-OLDHAM-TOWER-CLUB,registers/places/concert_venues_v2.md,Lieux de concerts — extension du registre des lieux (étape 7a),Oldham Tower Club,salle,club,"[""S41""]",Tower Club d'Oldham ; concert de Warsaw/Joy Division devant un public quasi nul.,,,,,,,,,,,,,,,,,,,,,,,,,,
